"countBurglaries","streetLights_allOut","streetLights_allOut.nn","dist_to_hotspot"
9,207,51.5799380579142,500
7,401,26.7293930825204,0
14,372,45.1608757226864,0
9,362,55.9318794615584,0
2,217,49.4703531112417,0
0,11,221.833631938392,500
0,0,592.341388877899,2000
0,0,714.982507583926,2236.06797749979
0,0,587.626736315008,2061.55281280883
0,5,172.630502653324,2000
1,109,27.4296748695102,2000
0,0,264.528798786178,1500
0,8,217.254577130267,1000
2,318,35.0967134010138,500
2,285,67.5631044403845,0
1,253,19.2761326875487,0
0,99,34.9461676015536,4609.77222864644
0,138,38.2871634777883,2828.42712474619
0,123,64.3505898061901,2500
1,123,54.2905668140889,2121.32034355964
8,85,83.3174197199611,1802.77563773199
0,110,52.9549054361727,1581.13883008419
0,122,121.401015399291,1118.03398874989
3,243,59.5007966153195,707.106781186548
2,261,65.3525660942683,500
2,152,50.3970784653458,500
3,380,31.8238134359993,0
12,327,37.5899320244141,0
4,417,26.7414478959981,0
2,315,41.6769282145235,0
3,57,54.5101178738349,500
1,2,189.649013224492,1000
0,1,304.711089459665,1802.77563773199
0,0,360.246186986438,1581.13883008419
2,41,64.4489379954771,1500
2,217,44.8980059511467,1500
1,34,158.559369293928,1500
0,13,252.118336840056,1000
0,291,31.2022365356584,500
1,340,29.154840774836,0
2,387,28.1972977248816,500
0,59,78.771336068368,2500
0,116,45.7639280370022,2121.32034355964
1,81,11.1845196453803,1802.77563773199
2,96,22.9733638307359,1414.2135623731
0,125,86.093377300318,1118.03398874989
7,135,47.4949957331577,1000
7,234,55.298990812923,500
9,154,48.8391755884311,0
1,173,54.0565520827095,500
5,324,57.774926552543,0
5,133,50.2366770459683,0
3,281,44.5773291886082,0
6,303,53.6881573495825,0
1,17,231.012866911727,500
0,25,140.788186136331,1000
0,11,227.160622463906,1500
0,0,337.486636017038,1414.2135623731
0,61,169.681443181925,1118.03398874989
1,189,44.8007223066605,1000
1,70,47.5875392083502,1000
0,72,47.9336056548853,1118.03398874989
0,0,414.277977222189,1000
1,113,130.083529025819,500
2,316,30.4472173084939,0
1,178,99.3234077105385,1414.2135623731
1,159,42.7426121807204,1118.03398874989
2,235,31.8288542450187,707.106781186548
2,213,48.3925418922607,500
3,210,37.8542419802751,707.106781186548
5,231,47.1394342004586,500
3,195,39.614500277618,707.106781186548
1,200,31.2682510018827,0
1,278,44.1896760534001,0
2,291,53.871284387553,500
5,242,158.324928924051,500
1,46,83.5781959424937,707.106781186548
7,43,183.644350903133,1118.03398874989
0,23,87.329407990651,1500
0,12,260.306350058054,1118.03398874989
0,249,54.9017984983571,707.106781186548
2,159,65.0015756338202,500
0,113,69.4766138337208,500
0,224,45.7077844077166,707.106781186548
1,6,102.518885631015,1118.03398874989
0,56,3.83131675877339,707.106781186548
4,256,5.67623408827364,500
1,154,11.4182792258853,1118.03398874989
2,174,23.8746572128236,707.106781186548
2,256,75.9101239190666,500
6,180,14.5428269022849,0
0,143,20.6327088383546,500
6,154,23.6771300376434,707.106781186548
1,135,27.4434459411781,1000
2,98,93.087920075663,500
6,231,33.0057178778263,500
0,67,82.8925615470786,707.106781186548
0,29,277.179434530387,1000
2,181,148.508573173077,1118.03398874989
5,134,41.6994728254395,1118.03398874989
0,0,319.417052718965,1000
1,148,17.5170477434638,707.106781186548
4,458,24.1573318115149,500
2,249,57.1665621345216,0
2,212,47.1316553985742,0
2,356,47.8309455174111,500
2,56,122.704578359511,1000
2,26,196.545465357794,1118.03398874989
4,163,63.760891526612,1000
2,77,98.6372322775354,1000
4,62,104.215799699892,500
4,195,36.8754645187051,0
2,332,52.3496704988122,0
1,149,68.4370720432264,0
3,326,31.8325415559698,500
4,170,15.9725662023655,500
4,198,88.2733866892456,500
1,190,72.4917305234151,0
3,225,59.4315504549149,0
0,197,68.0016045570928,0
1,251,47.7731892541918,500
0,34,100.788884238797,707.106781186548
1,49,4.68306466435274,1118.03398874989
0,150,37.1615519147007,1414.2135623731
0,1,325.130332649612,1581.13883008419
1,105,21.0866788238689,1118.03398874989
3,77,47.0959004941341,707.106781186548
12,333,28.2108176649053,500
5,284,36.528300396185,0
9,264,21.3526948055541,0
1,228,33.1223444745574,0
3,167,5.53734342392242,0
5,149,33.4799604381407,0
4,313,41.0482453683902,500
7,134,93.9568992949868,0
9,411,38.0774551403562,500
2,241,23.920594274462,500
4,177,22.1421092274316,0
3,706,45.6458719605191,500
5,392,35.0721962504863,0
2,301,49.0792450440698,0
4,372,51.8799232936289,0
4,469,30.2920162875906,500
3,132,72.9077385800946,0
1,41,69.2424861836341,500
0,38,34.8150947031881,707.106781186548
0,0,301.624959099302,1118.03398874989
0,0,619.378442868265,1581.13883008419
0,107,147.363294637364,1414.2135623731
1,86,32.2482580377258,1000
2,101,66.2191756368404,500
2,228,64.2442719548763,0
5,350,40.9827608214287,0
9,329,67.4781102843627,0
2,178,25.092137829242,0
3,176,61.6725096709741,500
0,60,77.8327493078725,500
2,201,17.5914166251259,0
5,191,53.1523046753033,0
5,350,41.7221696629567,0
2,109,48.2813704685601,707.106781186548
6,286,14.8860934502539,500
2,131,40.5020346977278,0
0,147,34.3701751914177,0
3,345,55.2241534039615,0
8,143,67.6613286152684,0
0,89,86.1057254068266,500
1,360,28.2997555153439,0
1,483,11.1205826470848,0
0,49,157.521784994327,500
0,0,484.50241506265,1000
1,107,33.5352134176188,2692.58240356725
0,140,24.5926990503723,2236.06797749979
4,95,96.6922461779035,1802.77563773199
4,188,32.6036744397893,1414.2135623731
0,152,147.796059137473,1118.03398874989
2,86,75.0826112147769,707.106781186548
5,351,50.1294837195844,500
6,324,39.7421308215371,0
6,273,24.5250432300354,500
4,70,58.3140770142706,1000
4,205,29.0801669152072,707.106781186548
3,270,39.6221679211205,500
4,264,28.4074829874331,500
2,141,48.3833600169873,0
1,227,56.0277425385193,0
6,149,59.2727662710642,0
6,495,51.2875320663418,0
4,516,101.407821556243,0
0,46,135.131548292368,500
0,1,325.081335021706,1000
1,187,67.7321933532879,2549.50975679639
2,114,43.6941056687663,2061.55281280883
5,165,39.933624530128,1581.13883008419
1,212,51.8301537600199,1118.03398874989
3,197,55.5212944639389,707.106781186548
6,250,47.9281321332883,500
3,142,81.8280752890287,707.106781186548
4,188,15.8993517895998,1118.03398874989
0,15,148.468989465003,707.106781186548
0,326,54.6895835010599,500
1,324,49.4095030193473,0
4,204,54.3364109417261,0
5,254,44.2626114081869,0
6,329,18.4218483448082,0
2,179,81.0481286584892,0
0,83,66.3980921914048,500
2,20,160.511110664535,1000
4,124,60.9694113574604,500
4,213,35.7343414965871,0
7,258,7.99693038322108,0
8,35,81.9930427018997,500
1,153,124.670471233135,500
4,207,23.2511028215257,500
3,138,22.0821052915792,0
4,140,58.7503672512123,500
3,82,44.7782541196053,500
7,360,24.094312386268,0
6,212,61.5333377412072,0
8,318,18.3842941142828,0
2,217,44.1497954442894,0
2,76,105.164878591647,2500
3,46,55.3503633827872,2000
0,46,77.3726903681591,1500
2,142,50.5273084844983,1000
2,122,49.8026500599085,500
4,245,38.6612919963025,0
7,350,23.8914766418587,500
7,208,12.4447019279373,1000
1,160,35.2849523243658,0
11,374,40.3218642324575,0
12,293,19.6572158183332,0
4,204,22.6080751898094,0
8,262,27.6298057813807,0
2,80,31.8920778765143,500
2,61,43.6980608098343,707.106781186548
0,220,64.146303546559,1118.03398874989
3,86,73.9649362523428,707.106781186548
4,399,57.1557530598146,500
7,342,49.9287747844158,0
15,496,35.9603091902383,500
2,297,35.2996141884492,0
4,347,4.66699066422271,0
2,165,38.247636707605,0
13,216,29.5837844472931,500
12,471,100.303265494809,0
22,358,44.9280700278588,0
10,220,47.1747446313854,0
1,189,76.0683565845879,0
0,10,150.524095769194,500
0,0,577.597293866365,1000
1,105,64.8940499150109,2549.50975679639
2,113,87.2881116341336,2061.55281280883
3,193,69.4760140883818,1581.13883008419
1,143,49.3570176971346,1118.03398874989
3,194,54.6995498816417,707.106781186548
4,142,54.0445373752778,500
6,167,109.343859782518,707.106781186548
16,105,99.9108647414587,1118.03398874989
5,106,82.8301432579978,1118.03398874989
4,263,46.0588240449594,500
8,282,40.782541192666,0
11,155,28.1673238560641,0
5,403,15.5414761531825,0
6,316,12.2975352321427,0
4,237,21.9072710890697,0
3,188,32.3680107034132,500
0,284,48.323285330598,707.106781186548
7,318,52.3364070352989,500
8,199,66.5086528819867,0
14,621,42.8895453945258,0
9,150,72.7634725150482,0
25,160,56.9384779555248,0
5,335,57.1693862237912,0
4,293,79.5619737125928,0
4,292,54.9188920061542,0
9,174,29.592331489862,0
10,577,25.2975268592539,0
17,372,4.94147992012582,0
9,445,15.1665010437408,0
5,305,10.0870995615909,500
1,7,91.001482274257,2692.58240356725
1,17,91.2183530492027,2236.06797749979
10,81,78.9649202924318,1802.77563773199
0,53,64.701142078627,1414.2135623731
2,217,4.67863533753991,1118.03398874989
0,104,46.6950616906788,1000
0,39,205.581754395223,1118.03398874989
0,10,67.2525466578485,1414.2135623731
1,46,31.0724116197802,1118.03398874989
13,315,34.6402243038249,500
13,244,15.2429030590865,0
6,188,77.6577149527908,500
7,179,111.145921864253,0
8,301,40.4223141662547,0
10,246,42.4624003168662,0
15,116,53.0798249307451,500
2,104,118.846666001027,500
2,215,44.5384822882666,0
4,234,61.4161422405338,0
5,522,27.8760148741727,0
6,249,32.5873429009242,0
7,116,122.601979527172,500
5,142,66.7346319328096,0
10,225,47.0554833337837,0
12,349,56.2886871932849,0
10,189,29.5001976336684,0
40,105,21.368159786239,500
15,209,34.0275510469481,0
17,213,9.07607674188283,0
0,5,117.880242662364,2915.47594742265
0,0,407.269747045147,2500
0,21,147.387824806961,2121.32034355964
2,23,112.618155353289,1802.77563773199
3,112,62.3473044940642,1581.13883008419
2,152,77.0861240951557,1414.2135623731
12,165,49.2374289347782,1118.03398874989
7,108,53.8327216391768,1000
8,96,79.4995898507421,707.106781186548
0,0,256.037358229948,3201.56211871642
0,7,249.268382761375,2828.42712474619
1,195,42.4553080842544,2500
2,206,27.3456004222212,2061.55281280883
2,132,71.6562517836984,1581.13883008419
2,341,14.9866085879099,1118.03398874989
7,261,23.2722766267466,707.106781186548
15,323,34.8966054512761,500
12,366,46.3514920932651,500
15,328,49.3022558635378,0
10,260,49.152514471427,0
10,224,23.1906663432286,500
6,200,23.9188779162977,0
6,481,44.9837999821478,0
5,332,66.5767904884103,0
2,67,55.0720690347996,500
5,283,77.2878639468682,500
8,226,33.7934455410151,0
9,665,6.32181926555092,0
12,596,4.9495107489441,0
3,253,30.5598045117898,0
7,302,71.9173530361353,500
15,331,61.0274080253605,500
11,202,48.9731848595944,0
12,274,38.4789411303109,0
4,181,52.3244787701706,0
9,410,94.4669604764386,0
3,166,46.2339372728775,2915.47594742265
6,120,33.5023792714309,2500
4,89,37.9333462083831,2121.32034355964
6,88,40.0342578557427,1802.77563773199
0,2,248.075037403806,1414.2135623731
0,28,84.0190182358759,1000
0,5,174.522964502136,500
13,142,70.4560482818573,0
20,256,55.757099070297,0
5,349,49.6738210575496,0
5,229,48.1165384227094,0
10,315,20.9312722521264,0
6,194,28.9974530469999,0
3,207,41.0852507339655,0
9,298,47.8828721817803,0
5,100,37.8028720259975,500
10,125,69.9720443593081,707.106781186548
15,134,28.7528786545369,0
3,399,13.1322004944229,0
3,53,5.26452262512612,500
0,0,270.722033626028,500
2,58,61.9194304780906,500
10,300,38.9975844977953,0
8,283,29.995268748267,0
10,362,32.6422297666945,500
17,126,50.4514250055128,0
2,41,76.932897765804,3162.27766016838
3,61,80.2328932402007,2692.58240356725
1,81,62.8534545870386,2236.06797749979
5,90,36.5738997177595,1802.77563773199
3,184,31.4934772893998,1414.2135623731
5,164,17.4990739527221,1118.03398874989
14,239,14.5814098456562,707.106781186548
10,367,8.97272528699087,500
7,227,17.596302804195,500
18,299,22.0186035972077,500
3,209,27.6174676478863,500
11,144,56.5404474546499,0
10,334,40.6971858378414,0
4,227,89.4921102375053,0
6,168,74.6494548544228,500
4,122,37.3423476373223,500
3,157,29.726364923003,707.106781186548
9,131,62.2686710059908,1118.03398874989
6,199,5.11703641472141,500
11,270,32.1699156256171,0
5,399,26.4481549801017,0
16,310,48.3809164022676,500
7,103,114.883869662446,707.106781186548
12,162,16.5546292814143,500
22,202,55.4104519226338,500
8,125,92.1643597591881,0
4,284,61.4212757445137,500
1,29,104.239754051795,1802.77563773199
0,104,65.4481631684285,1414.2135623731
2,133,50.7541817795054,1118.03398874989
5,94,58.8514566738779,1000
2,202,55.2271227262498,1118.03398874989
2,199,21.251855939818,1414.2135623731
2,111,11.6185898124063,1802.77563773199
1,48,78.1501417953534,2236.06797749979
1,166,23.3705468102428,2692.58240356725
1,120,45.2608199339995,3041.38126514911
3,152,49.81743911506,2549.50975679639
3,62,51.5493916406616,2061.55281280883
7,73,54.7661976450481,1581.13883008419
4,164,41.3308108429856,1118.03398874989
4,106,31.5245847012771,707.106781186548
5,279,40.5631189919864,500
10,313,40.823861306381,0
7,216,38.7663464259051,0
11,122,40.866726908694,500
11,291,23.7803556295615,707.106781186548
6,96,23.818997076897,500
6,246,22.2471247228189,500
6,175,20.1710151815201,0
9,265,31.3345531861479,500
0,127,83.8348458453305,1000
4,104,49.2542818380457,1118.03398874989
0,15,144.006311713125,707.106781186548
19,238,89.2348973099411,500
15,206,66.8732974125193,0
20,188,57.8668392539503,0
16,469,39.0489488137289,500
8,156,42.6320049280827,707.106781186548
0,13,206.487606656513,707.106781186548
2,52,147.964578661257,1581.13883008419
3,174,50.5398900259236,1118.03398874989
1,229,43.1777187405873,707.106781186548
1,207,29.4349167682645,500
1,187,37.7892511374934,707.106781186548
1,154,83.4272418335437,1118.03398874989
0,0,419.344477018564,1581.13883008419
0,0,492.631910699925,2061.55281280883
0,12,215.947063965409,2549.50975679639
1,97,53.2897956227964,3000
6,78,54.8802797239068,2500
3,146,39.1493358639257,2000
0,133,21.2229527885065,1500
5,199,34.1886874775921,1000
6,120,24.6203000871521,500
5,155,42.0973175761906,0
5,460,42.051185193078,0
14,176,40.2941049318065,0
10,190,35.7400708486644,500
5,84,52.2339283747157,1118.03398874989
8,104,46.4161978797965,1000
10,159,68.0942029241692,707.106781186548
10,111,77.8764047229449,500
5,132,65.3520950250369,707.106781186548
2,139,51.674952289748,1118.03398874989
3,208,61.7275391792537,1581.13883008419
2,106,60.6405351105721,1118.03398874989
9,247,22.5708211306475,1000
23,286,36.3905829660444,707.106781186548
19,126,47.4521142664757,500
5,148,57.8964059942639,0
1,180,129.758357732515,500
0,40,166.357318468963,1000
0,240,43.7675384291855,1500
0,74,71.5182764653238,1000
0,204,56.8848862822435,500
0,151,51.2615243874765,0
0,252,41.9656555533114,500
0,96,70.7828091030728,1000
0,0,443.771821481909,1500
0,0,647.63772257402,2000
0,0,295.53421165367,2500
2,97,138.815759260456,3000
11,156,70.0978226592069,2549.50975679639
5,117,26.6663576695897,2061.55281280883
3,126,18.3625119267645,1581.13883008419
4,107,74.0802910994782,1118.03398874989
4,89,62.6470279585382,707.106781186548
7,99,68.0958254766875,500
4,252,60.1407903629297,500
8,136,62.1014093289934,0
10,180,38.0192925216961,500
2,189,17.2585930917751,1000
7,222,10.6983799531182,1000
3,167,16.6441240349797,1118.03398874989
2,178,22.8149039864029,1000
8,208,24.4312666452105,1000
5,193,18.3618343986481,1118.03398874989
1,208,19.4070294854635,1414.2135623731
0,53,214.560269404635,1118.03398874989
2,132,33.4016442377676,1581.13883008419
4,175,51.9050445290647,1118.03398874989
1,141,55.9362891893285,707.106781186548
1,270,57.7320128942055,500
3,145,44.7487806609912,707.106781186548
2,82,54.046666373372,1118.03398874989
0,33,133.485531315881,1581.13883008419
0,11,176.022165176098,2061.55281280883
0,26,218.080912178972,2549.50975679639
2,55,178.426069545676,3041.38126514911
4,165,29.3601544773643,2692.58240356725
9,147,26.7403065108775,2236.06797749979
6,136,48.8123847895144,1802.77563773199
1,107,16.5308772056013,1414.2135623731
8,174,34.0974329823965,1118.03398874989
13,101,73.6446580664791,500
3,321,59.5442048395871,500
7,92,63.0479943038984,500
6,247,37.2874724111424,707.106781186548
10,152,67.6628970804975,500
12,205,50.2203221706339,500
3,119,37.9516185693587,707.106781186548
0,131,48.1890026829278,1118.03398874989
11,331,47.2972915868325,500
14,285,46.6747989511996,0
0,9,162.639397804467,500
0,68,43.9290750934051,1000
1,44,83.2249279138888,1118.03398874989
2,107,31.5002413434629,1000
1,117,55.2780825895093,1802.77563773199
1,94,74.540068668791,1414.2135623731
0,125,30.5636086494707,1118.03398874989
0,118,20.3052998848194,1000
2,92,29.3669729002234,1118.03398874989
1,56,59.8300235096063,1414.2135623731
5,175,56.3873461087304,1802.77563773199
0,44,148.409666306824,2236.06797749979
0,20,169.008748882332,2692.58240356725
3,44,142.281864936916,3162.27766016838
12,117,27.5104277722891,2915.47594742265
3,115,112.237253681681,2500
8,218,27.5323696267538,2121.32034355964
6,95,75.1338726872539,1802.77563773199
5,141,21.7925239723243,1581.13883008419
8,197,109.761704643943,500
8,238,74.1267596533849,0
0,29,186.135353123138,500
3,103,44.702165418037,1000
4,96,53.7376144366278,1500
2,195,45.7689713663608,1500
3,99,56.9526917203985,2915.47594742265
1,76,51.0241079384647,3354.10196624968
4,163,52.6942546619401,3201.56211871642
3,81,51.8535991454184,2828.42712474619
7,178,20.8056632830101,2500
1,103,21.3614454915366,2236.06797749979
2,110,22.9122250323385,2061.55281280883
6,182,25.3435593619785,1581.13883008419
11,171,32.7710840493955,1500
13,213,53.3379463206602,1118.03398874989
3,131,113.814849778648,707.106781186548
3,146,84.9738753167547,500
5,111,81.7238056160055,500
2,111,81.9218150011211,500
1,189,69.0070941503067,0
5,281,64.2797497865837,500
5,85,65.268281501642,707.106781186548
0,12,215.197444880363,1118.03398874989
6,152,18.8151873622772,707.106781186548
7,261,60.8850443603613,500
0,8,196.414089570737,707.106781186548
13,147,20.7204752779539,1118.03398874989
8,103,62.0827817501715,1581.13883008419
6,164,58.7884001713498,2000
0,202,40.9315558355871,2061.55281280883
7,160,34.3789038958474,3201.56211871642
8,139,62.6851919179341,3605.55127546399
8,95,54.4972064319896,3535.53390593274
6,100,85.3621010981275,3201.56211871642
6,39,87.832400232355,2915.47594742265
1,18,136.2415975055,2692.58240356725
0,11,174.245600904105,2500
1,26,161.54914231811,2061.55281280883
0,74,126.063969666243,1802.77563773199
4,184,22.9983311429609,1414.2135623731
3,86,66.4061922361147,1118.03398874989
2,217,35.2115134082641,707.106781186548
4,176,41.4180209952848,500
7,165,61.4006432953259,707.106781186548
3,79,73.3959145085099,500
0,65,62.2576717504669,707.106781186548
0,78,60.6178338487671,1118.03398874989
0,8,165.557538328679,1414.2135623731
5,81,53.8123289211688,1118.03398874989
5,101,75.141246401443,1000
7,125,60.2030291868469,1118.03398874989
9,180,28.8807224120948,1414.2135623731
2,99,38.9348181141387,1802.77563773199
0,170,60.210386140349,2236.06797749979
0,131,22.5843404809789,2549.50975679639
5,192,30.2325232847318,3535.53390593274
3,154,55.1580283492744,3905.12483795333
0,58,114.063702731248,3905.12483795333
8,76,50.5170513649459,3605.55127546399
9,87,49.6053381167459,3354.10196624968
1,46,162.125907088822,3162.27766016838
3,98,49.6813655939179,2915.47594742265
4,125,38.9740584773379,2500
1,165,90.6257212956646,2000
2,206,12.3634256709627,1500
1,42,142.449463942781,1000
4,305,63.7882579345099,500
8,160,69.3173057982135,0
1,204,61.6908196110953,500
